issn,member,created_date
1793-8120,301,2021-12-13
2176-2724,10019,2021-12-13
2548-5695,11165,2021-12-13
1939-3210,301,2021-12-13
0964-4679,23831,2021-12-13
1984-2961,530,2021-12-13
2682-3373,9060,2021-12-13
2327-0071,8112,2021-12-13
2372-7322,179,2021-12-13
2587-1277,27225,2021-12-13
1110-7596,9060,2021-12-13
1931-244X,179,2021-12-13
1872-082X,297,2021-12-13
2735-3524,9060,2021-12-13
2786-0299,9060,2021-12-13
2176-901X,10019,2021-12-13
0730-1383,12550,2021-12-13
2392-1617,5093,2021-12-13
1993-7601,9677,2021-12-13
2549-6174,9984,2021-12-13
2537-0472,9060,2021-12-13
1210-2512,5344,2021-12-13
1812-8742,16207,2021-12-13
0211-3473,3612,2021-12-13
0522-8468,7806,2021-12-13
1578-4282,7022,2021-12-13
2690-6015,301,2021-12-13
2210-8866,12144,2021-12-13
2735-3931,9060,2021-12-13
2161-1912,311,2021-12-13
1992-576X,18877,2021-12-13
2717-1817,28750,2021-12-13
2621-4849,8420,2021-12-13
1886-9440,24712,2021-12-13
2603-4735,32989,2021-12-13
2581-2424,25104,2021-12-13
2603-3585,19039,2021-12-13
1178-2048,301,2021-12-13
1471-2857,311,2021-12-13
2442-6636,9237,2021-12-13
1884-6440,3309,2021-12-13
1874-7884,297,2021-12-13
1496-4279,2643,2021-12-13
1743-792X,301,2021-12-13
2064-5260,1835,2021-12-13
2079-7850,7284,2021-12-13
2456-3714,179,2021-12-13
1984-2430,6412,2021-12-13
1613-4796,1913,2021-12-13
1467-8705,311,2021-12-13
2198-1620,297,2021-12-13
2194-0533,297,2021-12-13
1744-5515,56,2021-12-13
1747-6534,735,2021-12-13
1755-2540,8859,2021-12-13
0021-1753,200,2021-12-13
1573-1103,297,2021-12-13
1563-0315,11115,2021-12-13
2346-2116,7870,2021-12-13
2578-0646,12370,2021-12-13
0016-7762,17614,2021-12-13
2682-3799,9060,2021-12-13
0960-4286,10449,2021-12-13
2640-2890,11877,2021-12-13
2576-1234,23227,2021-12-13
2682-4019,9060,2021-12-13
2682-2091,9060,2021-12-13
2540-9484,19185,2021-12-13
2314-7105,9060,2021-12-13
2090-3715,9060,2021-12-13
1052-7001,301,2021-12-13
2525-6912,11875,2021-12-13
2528-0333,15995,2021-12-13
2175-0173,9857,2021-12-13
2695-6713,7022,2021-12-13
2664-3626,6082,2021-12-13
2683-2208,9012,2021-12-13
1819-4907,7758,2021-12-13
2175-1552,10114,2021-12-13
1073-9467,26925,2021-12-13
1980-6914,3948,2021-12-13
2717-9443,2811,2021-12-13
2666-1217,965,2021-12-13
2682-2822,9060,2021-12-13
2785-9525,9060,2021-12-13
2355-9675,21740,2021-12-13
2703-4542,22882,2021-12-13
2524-0439,17025,2021-12-13
2636-3305,9060,2021-12-13
2785-9703,9060,2021-12-13
2641-6727,19077,2021-12-13
1851-7811,10308,2021-12-13
2070-1586,8241,2021-12-13
2544-6517,10026,2021-12-13
2735-394X,9060,2021-12-13
2722-9890,10812,2021-12-13
1451-5407,24869,2021-12-13
2511-8617,16089,2021-12-13
2469-9322,301,2021-12-13
2518-6833,13765,2021-12-13
1531-8699,137,2021-12-13
0969-7330,179,2021-12-13
1930-7799,301,2021-12-13
2682-4671,9060,2021-12-13
1525-3961,297,2021-12-13
0022-4561,1337,2021-12-13
0929-1016,301,2021-12-13
1557-7805,301,2021-12-13
1475-5793,179,2021-12-13
2735-4059,9060,2021-12-13
1179-1462,301,2021-12-13
1076-2809,278,2021-12-13
0338-4551,1762,2021-12-13
1538-5159,276,2021-12-13
1749-7345,311,2021-12-13
1362-4806,179,2021-12-13
2674-2489,16472,2021-12-13
2535-1699,9060,2021-12-13
1553-345X,2204,2021-12-13
0888-2746,301,2021-12-13
1547-0679,301,2021-12-13
2636-3372,9060,2021-12-13
1598-8619,5798,2021-12-13
2054-3166,18914,2021-12-13
2465-9525,5022,2021-12-13
2327-2481,8112,2021-12-13
2072-3636,7928,2021-12-13
2735-4156,9060,2021-12-13
1678-765X,8312,2021-12-13
2052-496X,5130,2021-12-13
2214-5281,297,2021-12-13
2277-436X,179,2021-12-13
2168-4235,297,2021-12-13
2517-4797,179,2021-12-13
1899-315X,5093,2021-12-13
0800-336X,7604,2021-12-13
2735-4040,9060,2021-12-13
2302-1276,10045,2021-12-13
2735-5519,9060,2021-12-13
2449-8394,8044,2021-12-13
2771-0629,32461,2021-12-13
2063-4552,9796,2021-12-13
2735-3249,9060,2021-12-13
0137-7043,32375,2021-12-13
2688-9501,11549,2021-12-13
2734-2069,28598,2021-12-13
2537-0898,9060,2021-12-13
2682-4817,9060,2021-12-13
2355-1992,8420,2021-12-13
2709-6270,29976,2021-12-13
2636-2767,9060,2021-12-13
0179-7239,16089,2021-12-13
1680-1466,17025,2021-12-13
2504-6411,1761,2021-12-13
1472-7234,301,2021-12-13
0030-6002,425,2021-12-13
1573-3319,297,2021-12-13
2541-8009,7959,2021-12-13
0957-1787,78,2021-12-13
0081-2463,179,2021-12-13
0134-5486,9006,2021-12-13
1306-8075,6003,2021-12-13
2154-8633,8112,2021-12-13
1053-1890,297,2021-12-13
2730-6461,297,2021-12-13
2630-5119,12007,2021-12-13
1876-2891,8859,2021-12-13
2296-5017,297,2021-12-13
0121-0807,7634,2021-12-13
1468-2486,286,2021-12-13
2199-3866,297,2021-12-13
2682-4590,9060,2021-12-13
2614-3909,9984,2021-12-13
1535-6760,278,2021-12-13
2029-7955,2209,2021-12-13
1474-0052,56,2021-12-13
2682-4302,9060,2021-12-13
2348-8980,8862,2021-12-13
2453-613X,5808,2021-12-13
2682-3233,9060,2021-12-13
2090-8555,9060,2021-12-13
1810-3030,3407,2021-12-13
2409-2231,7136,2021-12-13
2708-5031,18536,2021-12-13
2352-6726,297,2021-12-13
1842-810X,31517,2021-12-13
2049-5919,5130,2021-12-13
1302-7956,6840,2021-12-13
2535-163X,9060,2021-12-13
2735-329X,9060,2021-12-13
2735-4571,9060,2021-12-13
2509-5994,297,2021-12-13
2215-0331,297,2021-12-13
2089-3469,19185,2021-12-13
2636-2708,9060,2021-12-13
0188-9478,9467,2021-12-13
2689-4823,432,2021-12-13
2787-1037,7806,2021-12-13
0018-4276,16089,2021-12-13
2192-8703,93,2021-12-13
1727-9895,32237,2021-12-13
2455-3972,2581,2021-12-13
2621-5594,10045,2021-12-13
2348-8956,30421,2021-12-13
2687-0452,21116,2021-12-13
2749-8751,25732,2021-12-13
2805-2617,9060,2021-12-13
2735-3508,9060,2021-12-13
0044-9008,16018,2021-12-13
1556-1615,297,2021-12-13
1755-2559,8859,2021-12-13
1477-2019,301,2021-12-13
1938-2456,2308,2021-12-13
2280-9678,5994,2021-12-13
1543-3080,100,2021-12-13
0959-2709,56,2021-12-13
2356-9840,9060,2021-12-13
1880-6805,297,2021-12-13
1303-0701,78,2021-12-13
1803-7712,19101,2021-12-13
0048-5713,2308,2021-12-13
1469-9907,301,2021-12-13
0167-5133,286,2021-12-13
2169-009X,179,2021-12-13
1687-9546,9060,2021-12-13
2090-2085,98,2021-12-13
2327-9370,2432,2021-12-13
2574-2272,311,2021-12-13
2357-0342,9060,2021-12-13
2198-6533,297,2021-12-13
1058-1073,311,2021-12-13
1557-4962,2204,2021-12-13
2409-8795,27468,2021-12-13
1575-9563,4247,2021-12-13
2682-275X,9060,2021-12-13
1680-0745,3845,2021-12-13
2735-3982,9060,2021-12-13
1598-8260,12226,2021-12-13
2528-8245,23467,2021-12-13
1816-8949,7375,2021-12-13
2233-6494,10531,2021-12-13
0258-3127,2258,2021-12-13
2682-2741,9060,2021-12-13
2338-5383,9411,2021-12-13
1347-2194,5661,2021-12-13
0002-1873,425,2021-12-13
2763-7654,5578,2021-12-13
2090-0848,9060,2021-12-13
2785-9797,9060,2021-12-13
2090-3707,9060,2021-12-13
2735-4997,9060,2021-12-13
2619-1563,7635,2021-12-13
2407-9499,15188,2021-12-13
1407-4737,23618,2021-12-13
2078-5836,16384,2021-12-13
0035-1865,8257,2021-12-13
2314-5501,9060,2021-12-13
2791-9323,26334,2021-12-13
2730-5724,297,2021-12-13
2673-8015,1968,2021-12-13
2520-8667,297,2021-12-13
2735-5853,9060,2021-12-13
2528-0341,15995,2021-12-13
2528-3642,8420,2021-12-13
2634-7172,30632,2021-12-13
2312-7546,19234,2021-12-13
2199-4706,297,2021-12-13
1868-5145,297,2021-12-13
2328-9643,301,2021-12-13
1936-6434,297,2021-12-13
0032-8332,297,2021-12-13
1362-301X,301,2021-12-13
1110-0052,9060,2021-12-13
2735-3354,9060,2021-12-13
0385-1036,3309,2021-12-13
2735-4202,9060,2021-12-13
1573-2789,297,2021-12-13
1786-3759,425,2021-12-13
1759-9873,179,2021-12-13
1877-0657,78,2021-12-13
0031-8248,56,2021-12-13
2468-2667,78,2021-12-13
2049-9337,11462,2021-12-13
0914-7187,297,2021-12-13
1465-0045,301,2021-12-13
2666-6979,2581,2021-12-13
0177-1000,297,2021-12-13
2357-0717,9060,2021-12-13
2476-1508,311,2021-12-13
1554-0677,432,2021-12-13
0883-8151,301,2021-12-13
0883-8534,311,2021-12-13
1777-5663,1762,2021-12-13
0007-4918,301,2021-12-13
2044-8287,311,2021-12-13
0103-846X,530,2021-12-13
2055-348X,426,2021-12-13
1525-2019,301,2021-12-13
2093-7571,5798,2021-12-13
2536-9423,9060,2021-12-13
1931-227X,311,2021-12-13
2537-0278,9060,2021-12-13
1308-3740,11606,2021-12-13
0084-3067,30611,2021-12-13
2735-4512,9060,2021-12-13
2786-0124,9060,2021-12-13
1545-6994,200,2021-12-13
2663-970X,5892,2021-12-13
2225-0840,18536,2021-12-13
0377-8282,71,2021-12-13
2327-9354,2432,2021-12-13
2587-6252,7284,2021-12-13
2713-9662,9915,2021-12-13
0122-8285,3246,2021-12-13
2735-315X,9060,2021-12-13
2356-9182,9060,2021-12-13
2168-4219,297,2021-12-13
2613-9693,9984,2021-12-13
2692-1081,26046,2021-12-13
2602-3792,25937,2021-12-13
2282-3212,5994,2021-12-13
2541-9285,25895,2021-12-13
2785-9657,9060,2021-12-13
2049-5412,8934,2021-12-13
2442-2606,11660,2021-12-13
2687-2749,28876,2021-12-13
2682-3969,9060,2021-12-13
0116-6069,2581,2021-12-13
2633-5972,297,2021-12-13
2356-976X,9060,2021-12-13
2735-5225,9060,2021-12-13
2746-3869,22937,2021-12-13
2786-006X,9060,2021-12-13
2682-3942,9060,2021-12-13
1898-9276,5855,2021-12-13
2521-9871,32068,2021-12-13
2590-7883,6169,2021-12-13
1365-4632,311,2021-12-13
2158-0715,301,2021-12-13
1754-2413,140,2021-12-13
1610-7365,297,2021-12-13
2348-5191,8862,2021-12-13
1918-1841,155,2021-12-13
1543-5474,100,2021-12-13
2058-9689,292,2021-12-13
0167-5923,297,2021-12-13
0008-414X,2643,2021-12-13
1468-0106,311,2021-12-13
0090-9882,301,2021-12-13
1557-3060,281,2021-12-13
2357-0350,9060,2021-12-13
0269-2171,301,2021-12-13
1867-2132,297,2021-12-13
2090-083X,9060,2021-12-13
1931-2431,179,2021-12-13
2730-5716,297,2021-12-13
2447-7028,7513,2021-12-13
1542-4766,286,2021-12-13
0013-2004,311,2021-12-13
1940-0888,301,2021-12-13
2500-5782,18352,2021-12-13
1927-6303,11462,2021-12-13
2476-6879,7770,2021-12-13
1943-2178,301,2021-12-13
1777-5175,2399,2021-12-13
1698-840X,194,2021-12-13
2358-7946,5064,2021-12-13
2518-3354,2258,2021-12-13
0002-1482,1616,2021-12-13
2636-8544,19506,2021-12-13
1687-8353,9060,2021-12-13
1925-4873,4194,2021-12-13
0536-1036,23894,2021-12-13
2357-0881,9060,2021-12-13
1809-3647,2979,2021-12-13
2085-1367,9566,2021-12-13
1703-8804,4194,2021-12-13
2456-4133,6691,2021-12-13
2735-4741,9060,2021-12-13
2708-9711,27430,2021-12-13
2502-5562,19565,2021-12-13
2661-6831,18776,2021-12-13
2051-1817,301,2021-12-13
2735-5780,9060,2021-12-13
2667-1190,78,2021-12-13
2314-8527,9060,2021-12-13
2687-0657,24756,2021-12-13
2663-2276,11115,2021-12-13
2333-6080,6329,2021-12-13
2503-4642,9411,2021-12-13
0453-0691,5588,2021-12-13
2735-4296,9060,2021-12-13
2735-5640,9060,2021-12-13
2458-908X,8942,2021-12-13
2333-6099,6329,2021-12-13
2766-6174,12550,2021-12-13
2745-0341,29028,2021-12-13
2729-7349,16018,2021-12-13
0973-7723,297,2021-12-13
2007-8706,9467,2021-12-13
1537-5315,200,2021-12-13
2520-8721,297,2021-12-13
1478-0941,301,2021-12-13
0011-1562,311,2021-12-13
1504-3053,7604,2021-12-13
1354-6805,301,2021-12-13
1588-2640,425,2021-12-13
1556-1607,297,2021-12-13
1619-9987,78,2021-12-13
1384-6175,297,2021-12-13
1179-318X,301,2021-12-13
1179-2744,301,2021-12-13
1464-7893,301,2021-12-13
2349-5790,179,2021-12-13
1523-6803,301,2021-12-13
2356-833X,9060,2021-12-13
1081-0730,301,2021-12-13
1698-8396,194,2021-12-13
1948-5190,2060,2021-12-13
0218-5377,301,2021-12-13
2460-1578,9411,2021-12-13
2682-2512,9060,2021-12-13
2632-2900,2249,2021-12-13
2632-010X,179,2021-12-13
2214-1766,297,2021-12-13
2735-5020,9060,2021-12-13
1474-0575,56,2021-12-13
2735-3214,9060,2021-12-13
2391-8551,8044,2021-12-13
2682-339X,9060,2021-12-13
0896-3568,301,2021-12-13
1367-7543,311,2021-12-13
1819-463X,17119,2021-12-13
2682-4531,9060,2021-12-13
2414-3081,8389,2021-12-13
2535-180X,9060,2021-12-13
0253-8253,3277,2021-12-13
2795-1545,30742,2021-12-13
2594-3871,10019,2021-12-13
0365-5148,10308,2021-12-13
2637-3793,11877,2021-12-13
2708-4809,19234,2021-12-13
1307-8364,23269,2021-12-13
2735-3273,9060,2021-12-13
2682-3926,9060,2021-12-13
2682-4582,9060,2021-12-13
1884-1228,5588,2021-12-13
2636-2600,9060,2021-12-13
2045-5410,27288,2021-12-13
2603-3089,32989,2021-12-13
2661-5819,23618,2021-12-13
2682-4841,9060,2021-12-13
2722-399X,25992,2021-12-13
2682-7298,2473,2021-12-13
0340-9937,297,2021-12-13
0812-0439,311,2021-12-13
1469-3526,301,2021-12-13
1733-8069,8044,2021-12-13
1572-8676,297,2021-12-13
2357-0369,9060,2021-12-13
0163-7827,78,2021-12-13
1438-7573,297,2021-12-13
0016-6995,78,2021-12-13
2054-2704,179,2021-12-13
1573-7624,297,2021-12-13
1554-964X,297,2021-12-13
2195-4755,297,2021-12-13
2090-7184,9060,2021-12-13
0869-8643,137,2021-12-13
2231-2196,17000,2021-12-13
1607-8438,301,2021-12-13
1755-1668,301,2021-12-13
2357-089X,9060,2021-12-13
2325-7784,56,2021-12-13
2636-3569,9060,2021-12-13
2332-1814,2751,2021-12-13
1935-3952,11409,2021-12-13
2617-0272,12310,2021-12-13
1880-1323,2003,2021-12-13
1070-9762,285,2021-12-13
1554-0669,432,2021-12-13
1996-2339,21809,2021-12-13
2536-9784,9060,2021-12-13
2365-757X,297,2021-12-13
0321-5075,17106,2021-12-13
2633-6588,23831,2021-12-13
2632-2919,2249,2021-12-13
2090-3723,9060,2021-12-13
1474-0656,56,2021-12-13
2045-5429,27288,2021-12-13
2636-414X,9060,2021-12-13
2090-3405,9060,2021-12-13
2621-8151,20016,2021-12-13
2594-066X,9467,2021-12-13
2714-8130,6205,2021-12-13
2411-8001,10026,2021-12-13
2714-8971,29370,2021-12-13
2314-4807,9060,2021-12-13
2713-2803,31861,2021-12-13
2621-8135,20016,2021-12-13
2746-6450,29636,2021-12-13
2636-2759,9060,2021-12-13
2735-3699,9060,2021-12-13
2714-8963,29370,2021-12-13
2603-4670,32989,2021-12-13
1411-2353,9640,2021-12-13
2705-3245,28429,2021-12-13
2636-3054,9060,2021-12-13
2500-2643,23282,2021-12-13
0731-5724,301,2021-12-13
1877-8755,297,2021-12-13
0043-3810,286,2021-12-13
1934-2659,374,2021-12-13
2682-3772,9060,2021-12-13
0370-0089,297,2021-12-13
0968-5650,56,2021-12-13
2155-644X,311,2021-12-13
1470-1111,301,2021-12-13
1387-2842,297,2021-12-13
2515-2289,10164,2021-12-13
1568-7759,297,2021-12-13
1381-4788,301,2021-12-13
2636-316X,9060,2021-12-13
2695-2386,28598,2021-12-13
1809-0354,4681,2021-12-13
2667-4513,27259,2021-12-13
2641-3337,281,2021-12-13
2634-2235,26217,2021-12-13
2519-0687,6075,2021-12-13
2658-1132,22895,2021-12-13
2145-3691,24815,2021-12-13
1475-4266,4499,2021-12-13
1941-7020,2204,2021-12-13
2602-8506,18776,2021-12-13
2460-870X,9566,2021-12-13
2792-1093,2473,2021-12-13
2541-3228,21740,2021-12-13
2073-6681,6684,2021-12-13
2199-1081,297,2021-12-13
0120-0178,24815,2021-12-13
2636-4123,9060,2021-12-13
2536-9830,9060,2021-12-13
2735-4237,9060,2021-12-13
2735-4954,9060,2021-12-13
0424-7388,17106,2021-12-13
2537-0316,9060,2021-12-13
2735-3559,9060,2021-12-13
0022-7668,5588,2021-12-13
2735-4601,9060,2021-12-13
2675-7397,33268,2021-12-13
2682-9096,23832,2021-12-13
0587-2405,30336,2021-12-13
2196-8012,16089,2021-12-13
2255-1905,8933,2021-12-13
2713-2064,29309,2021-12-13
2346-0628,9290,2021-12-13
1866-7554,25732,2021-12-13
2735-3036,9060,2021-12-13
2714-8998,29370,2021-12-13
2694-6203,28360,2021-12-13
0137-6624,16792,2021-12-13
2786-0191,9060,2021-12-13
2775-5509,23469,2021-12-13
1553-6203,2204,2021-12-13
1573-0972,297,2021-12-13
0075-417X,301,2021-12-13
0934-9723,297,2021-12-13
0893-8849,311,2021-12-13
0033-3352,311,2021-12-13
0002-7014,3692,2021-12-13
2081-9943,374,2021-12-13
1939-3229,301,2021-12-13
1664-5456,127,2021-12-13
0145-482X,179,2021-12-13
1766-7313,78,2021-12-13
1178-2234,179,2021-12-13
1526-9248,179,2021-12-13
1808-4532,2869,2021-12-13
1563-0226,11115,2021-12-13
1757-5672,311,2021-12-13
2372-7330,179,2021-12-13
1793-074X,219,2021-12-13
2178-9258,8146,2021-12-13
2636-381X,9060,2021-12-13
2160-5882,3492,2021-12-13
1943-7218,1696,2021-12-13
2070-2639,14412,2021-12-13
0022-1341,301,2021-12-13
2616-6801,18115,2021-12-13
2645-9094,19069,2021-12-13
0219-9823,219,2021-12-13
1678-4219,530,2021-12-13
2537-0154,9082,2021-12-13
2090-3758,9060,2021-12-13
1980-6477,7777,2021-12-13
1611-6437,194,2021-12-13
2682-2695,9060,2021-12-13
1857-6966,26181,2021-12-13
1979-3650,8420,2021-12-13
2216-0973,6285,2021-12-13
1869-1005,297,2021-12-13
2328-6296,8112,2021-12-13
0084-5302,374,2021-12-13
2667-1336,1574,2021-12-13
2636-4247,9060,2021-12-13
2689-4815,432,2021-12-13
2007-6363,11596,2021-12-13
2687-5195,22968,2021-12-13
2579-5090,9640,2021-12-13
2529-9638,4046,2021-12-13
2735-5772,9060,2021-12-13
1738-9178,30869,2021-12-13
2567-5974,7091,2021-12-13
0023-0707,16089,2021-12-13
2682-4450,9060,2021-12-13
1916-4467,10697,2021-12-13
2158-205X,301,2021-12-13
1475-7702,140,2021-12-13
2178-8332,3843,2021-12-13
2376-0923,301,2021-12-13
1573-8841,297,2021-12-13
1569-1713,297,2021-12-13
2735-4652,9060,2021-12-13
1598-8015,11862,2021-12-13
1813-6796,12310,2021-12-13
2536-9377,9060,2021-12-13
1726-1678,8544,2021-12-13
1742-9544,301,2021-12-13
2626-6636,194,2021-12-13
2651-3137,2811,2021-12-13
2682-3322,9060,2021-12-13
0972-4923,2581,2021-12-13
2682-3527,9060,2021-12-13
0004-2803,530,2021-12-13
1862-5355,297,2021-12-13
0029-4527,73,2021-12-13
2535-1877,9060,2021-12-13
1539-767X,56,2021-12-13
1750-7812,301,2021-12-13
2348-5779,179,2021-12-13
2227-0426,3277,2021-12-13
2327-3437,2432,2021-12-13
2735-3591,9060,2021-12-13
2211-2758,297,2021-12-13
1110-0419,9060,2021-12-13
2090-3820,9060,2021-12-13
2064-9479,7598,2021-12-13
2066-8716,10944,2021-12-13
1303-6963,19490,2021-12-13
2158-8708,3176,2021-12-13
2509-5986,297,2021-12-13
2146-409X,17066,2021-12-13
2682-3543,9060,2021-12-13
2674-0710,1968,2021-12-13
1110-6581,9060,2021-12-13
1978-4953,29636,2021-12-13
0328-8935,19986,2021-12-13
2524-7646,297,2021-12-13
0724-7567,5302,2021-12-13
2777-0702,4386,2021-12-13
2636-3100,9060,2021-12-13
1022-4483,9634,2021-12-13
2588-0276,26708,2021-12-13
2535-1389,9060,2021-12-13
2805-2862,9060,2021-12-13
2352-6718,297,2021-12-13
1726-846X,28698,2021-12-13
2789-634X,32049,2021-12-13
2724-3362,12144,2021-12-13
2783-5502,5304,2021-12-13
1504-3045,7604,2021-12-13
2709-2283,29976,2021-12-13
2739-039X,33037,2021-12-13
2238-3565,16812,2021-12-13
2772-7718,32910,2021-12-13
2528-1208,25104,2021-12-13
2655-2337,5129,2021-12-13
1606-8157,29928,2021-12-13
2785-9940,9060,2021-12-13
2189-8790,6340,2021-12-13
1740-5629,301,2021-12-13
2786-0264,9060,2021-12-13
1940-6053,297,2021-12-13
1527-8026,73,2021-12-13
2154-0128,301,2021-12-13
1477-4585,286,2021-12-13
1740-0201,301,2021-12-13
2047-8933,4499,2021-12-13
1699-3993,71,2021-12-13
2149-6048,2811,2021-12-13
2353-3978,374,2021-12-13
2519-9005,8611,2021-12-13
1063-2921,301,2021-12-13
1947-248X,301,2021-12-13
2537-0294,9060,2021-12-13
1696-9219,25270,2021-12-13
0008-4271,155,2021-12-13
1412-1433,8420,2021-12-13
1876-2883,8859,2021-12-13
2164-6708,179,2021-12-13
2578-0654,12370,2021-12-13
1477-0385,179,2021-12-13
1879-9272,1757,2021-12-13
2735-3478,9060,2021-12-13
2455-2968,6959,2021-12-13
1226-7430,11947,2021-12-13
2377-9098,2321,2021-12-13
1587-8694,9796,2021-12-13
2735-3346,9060,2021-12-13
2618-7523,8249,2021-12-13
2671-5309,11862,2021-12-13
2661-3409,219,2021-12-13
2626-6628,194,2021-12-13
2544-1450,8959,2021-12-13
2682-3349,9060,2021-12-13
1995-1892,3845,2021-12-13
0332-608X,3641,2021-12-13
2535-2040,9060,2021-12-13
2735-3540,9060,2021-12-13
1516-2567,10019,2021-12-13
2580-135X,28226,2021-12-13
2367-3079,7091,2021-12-13
2667-0593,2581,2021-12-13
0039-3207,179,2021-12-13
2682-2504,9060,2021-12-13
1813-1204,7928,2021-12-13
2786-0280,9060,2021-12-13
2710-4915,11780,2021-12-13
1413-9626,5578,2021-12-13
2548-4044,9640,2021-12-13
2633-5964,297,2021-12-13
0017-4947,16089,2021-12-13
2775-1694,16000,2021-12-13
2597-422X,9984,2021-12-13
2813-0227,1968,2021-12-13
0016-7207,27468,2021-12-13
2707-4226,33432,2021-12-13
1465-3486,301,2021-12-13
2356-9573,9060,2021-12-13
2329-5929,2432,2021-12-13
0002-7189,286,2021-12-13
0970-9134,297,2021-12-13
1813-9450,558,2021-12-13
1758-1877,1057,2021-12-13
0011-9059,311,2021-12-13
2631-4797,286,2021-12-13
0961-463X,179,2021-12-13
0141-6200,301,2021-12-13
2367-6795,7472,2021-12-13
1522-8991,301,2021-12-13
1752-6868,301,2021-12-13
0311-5518,301,2021-12-13
2736-5522,10105,2021-12-13
2541-9897,20858,2021-12-13
1514-2590,10308,2021-12-13
2322-0937,179,2021-12-13
1876-4029,965,2021-12-13
2327-7971,8112,2021-12-13
2682-2997,9060,2021-12-13
1984-7238,4629,2021-12-13
2195-7819,297,2021-12-13
2164-0629,301,2021-12-13
1865-889X,374,2021-12-13
2666-0326,78,2021-12-13
1230-0322,17093,2021-12-13
0254-3486,22149,2021-12-13
2353-0626,374,2021-12-13
1110-5615,9060,2021-12-13
1870-3453,9467,2021-12-13
1110-0044,9060,2021-12-13
1751-4231,735,2021-12-13
2367-3060,7091,2021-12-13
2327-915X,8112,2021-12-13
2197-1854,297,2021-12-13
2735-3079,9060,2021-12-13
2735-4466,9060,2021-12-13
2535-2083,9060,2021-12-13
2227-8486,9143,2021-12-13
2597-3657,25104,2021-12-13
2461-095X,11796,2021-12-13
2090-7257,9060,2021-12-13
1319-6308,2581,2021-12-13
2536-9156,9060,2021-12-13
2314-7970,9060,2021-12-13
2328-6318,8112,2021-12-13
1687-8418,9060,2021-12-13
1993-7598,24756,2021-12-13
1869-3016,7091,2021-12-13
2073-2600,29837,2021-12-13
2735-3443,9060,2021-12-13
2528-2077,25104,2021-12-13
2682-3470,9060,2021-12-13
2745-7648,17676,2021-12-13
2812-5002,9060,2021-12-13
2364-3722,194,2021-12-14
1208-6029,155,2021-12-14
2618-9984,7164,2021-12-14
0014-3065,297,2021-12-14
1742-7665,179,2021-12-14
0315-1468,155,2021-12-14
1608-5906,14412,2021-12-14
1432-119X,297,2021-12-14
1990-1410,1963,2021-12-14
1573-8876,137,2021-12-14
0193-0826,301,2021-12-14
1224-7154,10279,2021-12-14
1747-1117,140,2021-12-14
2524-7883,297,2021-12-14
1549-6295,301,2021-12-14
2504-3137,127,2021-12-14
1463-6395,311,2021-12-14
2038-4947,5273,2021-12-14
2678-7385,23109,2021-12-14
1755-4365,78,2021-12-14
1534-6501,179,2021-12-14
2090-6978,98,2021-12-14
1439-0337,297,2021-12-14
2524-7875,297,2021-12-14
1470-594X,179,2021-12-14
0033-1783,3061,2021-12-14
1178-2218,179,2021-12-14
1475-6757,200,2021-12-14
2503-4960,16044,2021-12-14
2331-513X,5280,2021-12-14
0202-2893,137,2021-12-14
2385-0922,2549,2021-12-14
1832-3669,8112,2021-12-14
2276-8386,2895,2021-12-14
2149-1291,11882,2021-12-14
0120-0135,9530,2021-12-14
2807-1808,29413,2021-12-14
0718-5162,9161,2021-12-14
0272-0965,50,2021-12-14
1867-8459,297,2021-12-14
0015-3273,31336,2021-12-14
2459-0126,9734,2021-12-14
0974-6781,2581,2021-12-14
2519-8106,16295,2021-12-14
1929-221X,2399,2021-12-14
1170-585X,10226,2021-12-14
1680-080X,28867,2021-12-14
2614-1221,10124,2021-12-14
2413-5437,8100,2021-12-14
0350-8552,18063,2021-12-14
2502-4175,19565,2021-12-14
2776-6071,17122,2021-12-14
